id,name,author,difficulty,event,category,tags,users_solved,event_points,solved_by_user,bookmarked
144,Mod 26,Pandu,1,picoCTF 2021,Cryptography,,255980,10,False,False
132,GET aHEAD,madStacks,1,picoCTF 2021,Web Exploitation,,100034,20,True,False
104,Transformation,madStacks,1,picoCTF 2021,Reverse Engineering,,63814,20,False,False
86,2Warm,Sanjay C/Danny Tunitis,1,picoCTF 2019,General Skills,,122753,50,False,False
85,First Grep,Alex Fulton/Danny Tunitis,1,picoCTF 2019,General Skills,,89921,100,False,False
68,The Numbers,Danny,1,picoCTF 2019,Cryptography,,91738,50,False,False
67,Bases,Sanjay C/Danny T,1,picoCTF 2019,General Skills,,85852,100,False,False
66,dont-use-client-side,Alex Fulton/Danny,1,picoCTF 2019,Web Exploitation,,74873,100,True,False
62,13,Alex Fulton/Daniel Tunitis,1,picoCTF 2019,Cryptography,,79982,100,False,False
58,Warmed Up,Sanjay C/Danny Tunitis,1,picoCTF 2019,General Skills,,123346,50,False,False
46,logon,bobson,1,picoCTF 2019,Web Exploitation,,73366,100,False,False
44,Glory of the Garden,jedavis/Danny,1,picoCTF 2019,Forensics,,76026,50,False,False
37,strings it,Sanjay C/Danny Tunitis,1,picoCTF 2019,General Skills,,84698,100,False,False
34,what's a net cat?,Sanjay C/Danny Tunitis,1,picoCTF 2019,General Skills,,111976,100,False,False
22,Lets Warm Up,Sanjay C/Danny Tunitis,1,picoCTF 2019,General Skills,,136903,50,False,False
18,Insp3ct0r,zaratec/danny,1,picoCTF 2019,Web Exploitation,,135367,50,False,False
7,vault-door-training,Mark E. Haase,1,picoCTF 2019,Reverse Engineering,,70064,50,False,False
4,where are the robots,zaratec/Danny,1,picoCTF 2019,Web Exploitation,,97284,100,False,False
494,Pachinko,notdeghost,2,picoCTF 2025,Web Exploitation,browser_webshell_solvable,1795,300,True,False
491,PIE TIME 2,Darkraicg492,2,picoCTF 2025,Binary Exploitation,browser_webshell_solvable,1004,200,False,False
489,hash-only-2,Junias Bonou,2,picoCTF 2025,Binary Exploitation,browser_webshell_solvable,1455,200,False,False
488,SSTI2,Venax,2,picoCTF 2025,Web Exploitation,browser_webshell_solvable,1782,200,True,False
487,hash-only-1,Junias Bonou,2,picoCTF 2025,Binary Exploitation,browser_webshell_solvable,2006,100,False,False
485,Echo Valley,Shuailin Pan (LeConjuror),2,picoCTF 2025,Binary Exploitation,browser_webshell_solvable,497,300,False,False
484,3v@l,Theoneste Byagutangaza,2,picoCTF 2025,Web Exploitation,browser_webshell_solvable,2262,200,True,False
483,YaraRules0x100,Nandan Desai / syreal,2,picoCTF 2025,General Skills,browser_webshell_solvable,534,200,False,False
481,flags are stepic,Ricky,2,picoCTF 2025,Forensics,browser_webshell_solvable,1775,100,False,False
480,WebSockFish,Venax,2,picoCTF 2025,Web Exploitation,browser_webshell_solvable,1530,200,True,False
479,Quantum Scrambler,Michael Crotty,2,picoCTF 2025,Reverse Engineering,browser_webshell_solvable,1318,200,False,False
474,Guess My Cheese (Part 2),aditin,2,picoCTF 2025,Cryptography,browser_webshell_solvable,430,300,False,False
473,Guess My Cheese (Part 1),aditin,2,picoCTF 2025,Cryptography,browser_webshell_solvable,2127,200,False,False
468,Chronohack,Theoneste Byagutangaza,2,picoCTF 2025,Reverse Engineering,browser_webshell_solvable,747,200,False,False
467,Apriti sesamo,Junias Bonou,2,picoCTF 2025,Web Exploitation,browser_webshell_solvable,1210,300,True,False
466,Tap into Hash,NGIRIMANA Schadrack,2,picoCTF 2025,Reverse Engineering,browser_webshell_solvable,1614,200,False,False
458,perplexed,SkrubLawd,2,picoCTF 2025,Reverse Engineering,browser_webshell_solvable,761,400,False,False
456,Event-Viewing,Venax,2,picoCTF 2025,Forensics,browser_webshell_solvable,2023,200,False,False
454,Bitlocker-2,Venax,2,picoCTF 2025,Forensics,,597,300,False,False
453,Bitlocker-1,Venax,2,picoCTF 2025,Forensics,,1322,200,False,False
452,Binary Instrumentation 2,Venax,2,picoCTF 2025,Reverse Engineering,,580,300,True,False
451,Binary Instrumentation 1,Venax,2,picoCTF 2025,Reverse Engineering,,778,200,True,False
449,format string 3,SkrubLawd,2,picoCTF 2024,Binary Exploitation,"browser_webshell_solvable, format_string",1214,300,False,False
448,format string 2,SkrubLawd,2,picoCTF 2024,Binary Exploitation,"browser_webshell_solvable, format_string",2016,200,False,False
445,Trickster,Junias Bonou,2,picoCTF 2024,Web Exploitation,browser_webshell_solvable,10097,300,True,False
443,No Sql Injection,NGIRIMANA Schadrack,2,picoCTF 2024,Web Exploitation,browser_webshell_solvable,5454,200,True,False
440,heap 3,Abrxs,2,picoCTF 2024,Binary Exploitation,"browser_webshell_solvable, heap",3012,200,False,False
439,heap 1,"Abrxs, pr1or1tyQ",2,picoCTF 2024,Binary Exploitation,"browser_webshell_solvable, heap",8905,100,False,False
437,dont-you-love-banners,Loic Shema / syreal,2,picoCTF 2024,General Skills,"browser_webshell_solvable, shell",9413,300,False,False
436,SansAlpha,syreal,2,picoCTF 2024,General Skills,"bash, browser_webshell_solvable, shell_escape, ssh",4102,400,False,False
435,heap 2,"Abrxs, pr1or1tyQ",2,picoCTF 2024,Binary Exploitation,"browser_webshell_solvable, heap",3312,200,False,False
434,format string 1,syreal,2,picoCTF 2024,Binary Exploitation,"browser_webshell_solvable, format_string",4491,100,False,False
432,Blast from the past,syreal,2,picoCTF 2024,Forensics,"browser_webshell_solvable, metadata",3172,300,False,False
431,WinAntiDbg0x300,Nandan Desai,2,picoCTF 2024,Reverse Engineering,windows,676,400,False,False
430,WinAntiDbg0x200,Nandan Desai,2,picoCTF 2024,Reverse Engineering,windows,1451,300,False,False
429,WinAntiDbg0x100,Nandan Desai,2,picoCTF 2024,Reverse Engineering,windows,1981,200,False,False
428,weirdSnake,Junias Bonou,2,picoCTF 2024,Reverse Engineering,"browser_webshell_solvable, Python",2209,300,False,False
422,rsa_oracle,Geoffrey Njogu,2,picoCTF 2024,Cryptography,browser_webshell_solvable,2106,300,False,False
421,packer,Mubarak Mikail,2,picoCTF 2024,Reverse Engineering,browser_webshell_solvable,6549,100,False,False
420,Mob psycho,NGIRIMANA Schadrack,2,picoCTF 2024,Forensics,"apk, browser_webshell_solvable",6727,200,False,False
416,FactCheck,Junias Bonou,2,picoCTF 2024,Reverse Engineering,browser_webshell_solvable,2402,200,False,False
415,endianness-v2,Junias Bonou,2,picoCTF 2024,Forensics,browser_webshell_solvable,3942,300,False,False
413,Dear Diary,syreal,2,picoCTF 2024,Forensics,"browser_webshell_solvable, disk",2741,400,False,False
412,Custom encryption,NGIRIMANA Schadrack,2,picoCTF 2024,Cryptography,"ASCII_encoding, XOR, browser_webshell_solvable",5710,100,False,False
409,Classic Crackme 0x100,Nandan Desai,2,picoCTF 2024,Reverse Engineering,browser_webshell_solvable,1981,300,False,False
407,C3,Matt Superdock,2,picoCTF 2024,Cryptography,browser_webshell_solvable,3578,200,False,False
403,Picker IV,LT 'syreal' Jones,2,N/A,Binary Exploitation,,3912,100,False,False
402,Picker III,LT 'syreal' Jones,2,N/A,Reverse Engineering,Python,4688,100,False,False
401,Picker II,LT 'syreal' Jones,2,N/A,Reverse Engineering,Python,6258,100,False,False
400,Picker I,LT 'syreal' Jones,2,N/A,Reverse Engineering,Python,9240,100,False,False
399,Local Target,OverTheWire.org / LT 'syreal' Jones,2,N/A,Binary Exploitation,gets,3947,100,False,False
398,GDB baby step 4,LT 'syreal' Jones,2,N/A,Reverse Engineering,x86_64,4589,100,False,False
397,GDB baby step 3,LT 'syreal' Jones,2,N/A,Reverse Engineering,x86_64,4496,100,False,False
396,GDB baby step 2,LT 'syreal' Jones,2,N/A,Reverse Engineering,x86_64,5855,100,False,False
395,GDB baby step 1,LT 'syreal' Jones,2,N/A,Reverse Engineering,x86_64,6995,100,False,False
394,Bit-O-Asm-4,LT 'syreal' Jones,2,N/A,Reverse Engineering,x86_64,5677,100,False,False
393,Bit-O-Asm-3,LT 'syreal' Jones,2,N/A,Reverse Engineering,x86_64,6117,100,False,False
392,Bit-O-Asm-2,LT 'syreal' Jones,2,N/A,Reverse Engineering,x86_64,6895,100,False,False
391,Bit-O-Asm-1,LT 'syreal' Jones,2,N/A,Reverse Engineering,x86_64,8089,100,False,False
390,ASCII Numbers,LT 'syreal' Jones,2,N/A,General Skills,,24746,100,False,False
389,ASCII FTW,Abhishek Agarwal,2,N/A,Reverse Engineering,,5817,100,False,False
387,VNE,Junias Bonou,2,picoCTF 2023,Binary Exploitation,"bash, env, injection",2830,200,False,False
385,Virtual Machine 0,LT 'syreal' Jones,2,picoCTF 2023,Reverse Engineering,Analog,2107,100,False,False
384,useless,Loic Shema,2,picoCTF 2023,General Skills,man,16801,100,False,False
382,two-sum,Mubarak Mikail,2,picoCTF 2023,Binary Exploitation,"C, make",8092,100,False,False
381,timer,Loic Shema,2,picoCTF 2023,Reverse Engineering,android,7634,100,False,False
378,Specialer,"LT 'syreal' Jones, et al.",2,picoCTF 2023,General Skills,"bash, ssh",9042,400,False,False
377,Special,LT 'syreal' Jones,2,picoCTF 2023,General Skills,"bash, ssh",9919,300,False,False
376,SOAP,Geoffrey Njogu,2,picoCTF 2023,Web Exploitation,XXE,14250,100,True,False
375,Safe Opener 2,Mubarak Mikail,2,picoCTF 2023,Reverse Engineering,,12639,100,False,False
373,rotation,Loic Shema,2,picoCTF 2023,Cryptography,,21497,100,False,False
372,Reverse,Mubarak Mikail,2,picoCTF 2023,Reverse Engineering,,14336,100,False,False
370,Ready Gladiator 2,LT 'syreal' Jones,2,picoCTF 2023,Reverse Engineering,CoreWars,1787,400,False,False
369,Ready Gladiator 1,LT 'syreal' Jones,2,picoCTF 2023,Reverse Engineering,CoreWars,3018,200,False,False
368,Ready Gladiator 0,LT 'syreal' Jones,2,picoCTF 2023,Reverse Engineering,CoreWars,6891,100,False,False
367,ReadMyCert,Sunday Jacob Nwanyim,2,picoCTF 2023,Cryptography,,17642,100,False,False
363,Permissions,Geoffrey Njogu,2,picoCTF 2023,General Skills,vim,16798,100,False,False
362,PcapPoisoning,Mubarak Mikail,2,picoCTF 2023,Forensics,pcap,16437,100,False,False
359,MSB,LT 'syreal' Jones,2,picoCTF 2023,Forensics,steganography,5486,200,False,False
358,More SQLi,Mubarak Mikail,2,picoCTF 2023,Web Exploitation,sql,14000,200,True,False
356,MatchTheRegex,Sunday Jacob Nwanyim,2,picoCTF 2023,Web Exploitation,,19396,100,True,False
355,Java Code Analysis!?!,Nandan Desai,2,picoCTF 2023,Web Exploitation,,4958,300,True,False
352,hijacking,Theoneste Byagutangaza,2,picoCTF 2023,Binary Exploitation,privilege_escalation,2538,200,False,False
351,HideToSee,Sunday Jacob Nwanyim,2,picoCTF 2023,Cryptography,,11586,100,False,False
350,hideme,Geoffrey Njogu,2,picoCTF 2023,Forensics,steganography,13889,100,False,False
349,findme,Geoffrey Njogu,2,picoCTF 2023,Web Exploitation,,21587,100,True,False
348,FindAndOpen,Mubarak Mikail,2,picoCTF 2023,Forensics,,7084,200,False,False
347,chrono,Mubarak Mikail,2,picoCTF 2023,General Skills,linux,16538,100,False,False
345,babygame01,Palash Oswal,2,picoCTF 2023,Binary Exploitation,game,4119,100,False,False
319,x-sixty-what,Sanjay C / LT 'syreal' Jones,2,picoCTF 2022,Binary Exploitation,x64,3419,200,False,False
316,Vigenere,Mubarak Mikail,2,picoCTF 2022,Cryptography,,27717,100,False,False
314,unpackme.py,LT 'syreal' Jones,2,picoCTF 2022,Reverse Engineering,packing,14778,100,False,False
313,unpackme,LT 'syreal' Jones,2,picoCTF 2022,Reverse Engineering,"binary, packed",5445,300,False,False
312,transposition-trial,Will Hong,2,picoCTF 2022,Cryptography,cryptography,12560,100,False,False
311,Torrent Analyze,Mubarak Mikail,2,picoCTF 2022,Forensics,,4010,400,False,False
309,substitution2,Will Hong,2,picoCTF 2022,Cryptography,Substitution,15351,100,False,False
308,substitution1,Will Hong,2,picoCTF 2022,Cryptography,Substitution_cipher,15104,100,False,False
307,substitution0,Will Hong,2,picoCTF 2022,Cryptography,Substitution,22201,100,False,False
305,St3g0,LT 'syreal' Jones (ft. djrobin17),2,picoCTF 2022,Forensics,steganography,10702,300,False,False
304,SQLiLite,Mubarak Mikail,2,picoCTF 2022,Web Exploitation,sql,23989,300,True,False
303,SQL Direct,Mubarak Mikail / LT 'syreal' Jones,2,picoCTF 2022,Web Exploitation,sql,19032,200,True,False
301,Sleuthkit Intro,LT 'syreal' Jones,2,picoCTF 2022,Forensics,sleuthkit,20412,100,False,False
300,Sleuthkit Apprentice,LT 'syreal' Jones,2,picoCTF 2022,Forensics,disk,13851,200,False,False
296,Secrets,Geoffrey Njogu,2,picoCTF 2022,Web Exploitation,,23610,200,True,False
295,Search source,Mubarak Mikail,2,picoCTF 2022,Web Exploitation,,33047,100,True,False
294,Safe Opener,Mubarak Mikail,2,picoCTF 2022,Reverse Engineering,,18722,100,False,False
293,RPS,Will Hong,2,picoCTF 2022,Binary Exploitation,,8394,200,False,False
291,Roboto Sans,Mubarak Mikail,2,picoCTF 2022,Web Exploitation,,21990,200,True,False
290,Redaction gone wrong,Mubarak Mikail,2,picoCTF 2022,Forensics,,19551,100,False,False
289,rail-fence,Will Hong,2,picoCTF 2022,Cryptography,,16266,100,False,False
288,Power Cookie,LT 'syreal' Jones,2,picoCTF 2022,Web Exploitation,cookie,29592,200,True,False
287,patchme.py,LT 'syreal' Jones,2,picoCTF 2022,Reverse Engineering,,17877,100,False,False
286,Packets Primer,LT 'syreal' Jones,2,picoCTF 2022,Forensics,pcap,24046,100,False,False
285,Operation Orchid,LT 'syreal' Jones,2,picoCTF 2022,Forensics,disk,7362,400,False,False
284,Operation Oni,LT 'syreal' Jones,2,picoCTF 2022,Forensics,disk,4275,300,False,False
280,morse-code,Will Hong,2,picoCTF 2022,Cryptography,morse_code,18057,100,False,False
279,Lookey here,LT 'syreal' Jones / Mubarak Mikail,2,picoCTF 2022,Forensics,grep,25645,100,False,False
273,GDB Test Drive,LT 'syreal' Jones,2,picoCTF 2022,Reverse Engineering,"binary, gdb",15054,100,False,False
271,Fresh Java,LT 'syreal' Jones,2,picoCTF 2022,Reverse Engineering,Java,9661,200,False,False
270,Forbidden Paths,LT 'syreal' Jones,2,picoCTF 2022,Web Exploitation,,26361,200,True,False
269,flag leak,Neel Bhavsar,2,picoCTF 2022,Binary Exploitation,format_string,3504,300,False,False
268,File types,Geoffrey Njogu,2,picoCTF 2022,Forensics,,9995,100,False,False
267,file-run2,Will Hong,2,picoCTF 2022,Reverse Engineering,,21074,100,False,False
266,file-run1,Will Hong,2,picoCTF 2022,Reverse Engineering,,24486,100,False,False
265,Enhance!,LT 'syreal' Jones,2,picoCTF 2022,Forensics,svg,30468,100,False,False
264,Eavesdrop,LT 'syreal' Jones,2,picoCTF 2022,Forensics,pcap,6646,300,False,False
262,CVE-XXXX-XXXX,Mubarak Mikail,2,picoCTF 2022,Binary Exploitation,,19418,100,False,False
261,credstuff,Will Hong / LT 'syreal' Jones,2,picoCTF 2022,Cryptography,,17734,100,False,False
259,buffer overflow 2,Sanjay C / Palash Oswal,2,picoCTF 2022,Binary Exploitation,"arguments_on_the_stack, gets",4636,300,False,False
258,buffer overflow 1,Sanjay C / Palash Oswal,2,picoCTF 2022,Binary Exploitation,,8863,200,False,False
257,buffer overflow 0,Alex Fulton / Palash Oswal,2,picoCTF 2022,Binary Exploitation,gets,23380,100,False,False
256,bloat.py,LT 'syreal' Jones,2,picoCTF 2022,Reverse Engineering,obfuscation,11007,200,False,False
255,Bbbbloat,LT 'syreal' Jones,2,picoCTF 2022,Reverse Engineering,"binary, obfuscation",7207,300,False,False
254,basic-mod2,Will Hong,2,picoCTF 2022,Cryptography,,15129,100,False,False
253,basic-mod1,Will Hong,2,picoCTF 2022,Cryptography,,22087,100,False,False
252,basic-file-exploit,Will Hong,2,picoCTF 2022,Binary Exploitation,,20002,100,False,False
251,Serpentine,LT 'syreal' Jones,2,Beginner picoMini 2022,General Skills,Python,37334,50,False,False
249,PW Crack 5,LT 'syreal' Jones,2,Beginner picoMini 2022,General Skills,"hashing, password_cracking",30702,100,False,False
248,PW Crack 4,LT 'syreal' Jones,2,Beginner picoMini 2022,General Skills,"hashing, password_cracking",35198,85,False,False
247,PW Crack 3,LT 'syreal' Jones,2,Beginner picoMini 2022,General Skills,"hashing, password_cracking",41835,75,False,False
237,WPA-ing Out,MistressVampy,2,N/A,Forensics,,4572,200,False,False
236,JAuth,Geoffrey Njogu,2,N/A,Web Exploitation,,5311,300,False,False
216,clutter-overflow,notdeghost,2,picoMini by redpwn,Binary Exploitation,,4177,150,False,False
210,spelling-quiz,BrownieInMotion,2,picoMini by redpwn,Cryptography,,5917,100,False,False
205,advanced-potion-making,bigC,2,picoMini by redpwn,Forensics,,7879,100,False,False
202,caas,BrownieInMotion,2,picoMini by redpwn,Web Exploitation,,18225,150,True,False
200,login,BrownieInMotion,2,picoMini by redpwn,Web Exploitation,,47022,100,True,False
188,Mini RSA,Sara,2,picoCTF 2021,Cryptography,,7121,70,False,False
180,Super Serial,madStacks,2,picoCTF 2021,Web Exploitation,,7415,130,True,False
177,Most Cookies,madStacks,2,picoCTF 2021,Web Exploitation,,6912,150,False,False
175,crackme-py,syreal,2,picoCTF 2021,Reverse Engineering,,41375,30,False,False
174,Web Gauntlet 2,madStacks,2,picoCTF 2021,Web Exploitation,,7537,170,False,False
162,Mind your Ps and Qs,Sara,2,picoCTF 2021,Cryptography,,44602,20,False,False
160,ARMssembly 0,Dylan McGuire,2,picoCTF 2021,Reverse Engineering,,9746,40,False,False
159,Dachshund Attacks,Sara,2,picoCTF 2021,Cryptography,,8609,80,False,False
158,New Caesar,madStacks,2,picoCTF 2021,Cryptography,,10337,60,False,False
154,"No Padding, No Problem",Sara,2,picoCTF 2021,Cryptography,,4390,90,False,False
152,Some Assembly Required 1,Sears Schulz,2,picoCTF 2021,Web Exploitation,,32777,70,True,False
142,Who are you?,madStacks,2,picoCTF 2021,Web Exploitation,,23936,60,False,False
139,Milkslap,James Lynch,2,picoCTF 2021,Forensics,,6084,200,False,False
137,"Disk, disk, sleuth! II",syreal,2,picoCTF 2021,Forensics,,12256,130,False,False
134,Shop,thelshell,2,picoCTF 2021,Reverse Engineering,,16341,50,False,False
131,Some Assembly Required 2,Sears Schulz,2,picoCTF 2021,Web Exploitation,,7686,110,False,False
130,MacroHard WeakEdge,madStacks,2,picoCTF 2021,Forensics,,18914,60,False,False
129,Matryoshka doll,Susie/Pandu,2,picoCTF 2021,Forensics,,47953,30,False,False
128,Web Gauntlet 3,madStacks,2,picoCTF 2021,Web Exploitation,,5039,300,False,False
125,Easy Peasy,madStacks,2,picoCTF 2021,Cryptography,,11179,40,False,False
124,More Cookies,madStacks,2,picoCTF 2021,Web Exploitation,,9216,90,False,False
121,keygenme-py,syreal,2,picoCTF 2021,Reverse Engineering,,31336,30,False,False
116,speeds and feeds,Ryan Ramseyer,2,picoCTF 2021,Reverse Engineering,,17444,50,False,False
115,Wireshark doo dooo do doo...,Dylan,2,picoCTF 2021,Forensics,,34760,50,False,False
113,"Disk, disk, sleuth!",syreal,2,picoCTF 2021,Forensics,,9634,110,False,False
112,tunn3l v1s10n,Danny,2,picoCTF 2021,Forensics,,20653,40,False,False
111,ARMssembly 1,Pranay Garg,2,picoCTF 2021,Reverse Engineering,,4272,70,False,False
110,Wireshark twoo twooo two twoo...,Dylan,2,picoCTF 2021,Forensics,,10848,100,False,False
109,It is my Birthday,madStacks,2,picoCTF 2021,Web Exploitation,,22245,100,False,False
105,Stonks,madStacks,2,picoCTF 2021,Binary Exploitation,,31805,20,False,False
103,Trivial Flag Transfer Protocol,Danny,2,picoCTF 2021,Forensics,,13195,90,False,False
100,Pixelated,Sara,2,picoCTF 2021,Cryptography,,8315,200,False,False
88,Web Gauntlet,madStacks,2,picoCTF 2020 Mini-Competition,Web Exploitation,,13001,1,False,False
87,"Pitter, Patter, Platters",syreal,2,picoCTF 2020 Mini-Competition,Forensics,,5293,1,False,False
84,shark on wire 2,Danny,2,picoCTF 2019,Forensics,,5085,300,False,False
82,1_wanna_b3_a_r0ck5tar,Alex Bushkin,2,picoCTF 2019,General Skills,,18426,350,False,False
81,like1000,Danny,2,picoCTF 2019,Forensics,,7030,250,False,False
80,Irish-Name-Repo 1,Chris Hensler,2,picoCTF 2019,Web Exploitation,,21203,300,False,False
77,vault-door-5,Mark E. Haase,2,picoCTF 2019,Reverse Engineering,,6627,300,False,False
74,What Lies Within,Julio/Danny,2,picoCTF 2019,Forensics,,22105,150,False,False
71,vault-door-4,Mark E. Haase,2,picoCTF 2019,Reverse Engineering,,8769,250,False,False
69,Client-side-again,Danny,2,picoCTF 2019,Web Exploitation,,20948,200,False,False
64,caesar,Sanjay C/Daniel Tunitis,2,picoCTF 2019,Cryptography,,50438,100,False,False
60,vault-door-3,Mark E. Haase,2,picoCTF 2019,Reverse Engineering,,10351,200,False,False
59,Irish-Name-Repo 2,Xingyang Pan,2,picoCTF 2019,Web Exploitation,,15229,350,False,False
53,c0rrupt,Danny,2,picoCTF 2019,Forensics,,5147,250,False,False
52,extensions,Sanjay C/Danny,2,picoCTF 2019,Forensics,,29094,150,False,False
51,WhitePages,John Hammond,2,picoCTF 2019,Forensics,,5871,250,False,False
49,flag_shop,Danny,2,picoCTF 2019,General Skills,,29646,300,False,False
48,plumbing,Alex Fulton/Danny Tunitis,2,picoCTF 2019,General Skills,,43461,200,False,False
